locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS01420	single-stranded DNA-binding protein	WP_008351662.1					GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008047,GO:0008150,GO:0008152,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0030234,GO:0031668,GO:0033554,GO:0034641,GO:0042802,GO:0043085,GO:0043170,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:0098772,GO:1901360,GO:1901363	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ko:K03111	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	SSB
NCS66_RS01430	response regulator transcription factor	WP_033536541.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Response regulator receiver	ko:K07687	M00474	ko00000,ko00001,ko00002,ko02022	-	-	GerE,Response_reg
NCS66_RS01435	response regulator transcription factor	WP_250480251.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein LuxR	ko:K07687	M00474	ko00000,ko00001,ko00002,ko02022	-	-	GerE,Response_reg
NCS66_RS01445	ATP-binding protein	WP_250480252.1					-	histidine kinase A domain protein	-	-	-	-	-	HATPase_c,HisKA,Hpt,PAS_3,PAS_4,Response_reg,SBP_bac_3
NCS66_RS01450	LysR family transcriptional regulator	WP_008351657.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS01455	porin	WP_175979781.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	-	-	-	-	-	Porin_4
NCS66_RS01460	CHRD domain-containing protein	WP_250480309.1					-	PFAM CHRD domain containing protein	-	-	-	-	-	CHRD
NCS66_RS01465	alpha/beta hydrolase	WP_250480253.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	ko:K14731	-	ko00000,ko00001,ko01000	-	-	Abhydrolase_3
NCS66_RS01470	EcsC family protein	WP_008351653.1					-	EcsC protein family	-	-	-	-	-	EcsC
NCS66_RS01475	MFS transporter	WP_175979783.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily	-	-	-	-	-	MFS_1
NCS66_RS01480	MarR family transcriptional regulator	WP_008351651.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Regulatory protein MarR	-	-	-	-	-	MarR,MarR_2
NCS66_RS01490	MurR/RpiR family transcriptional regulator	WP_250480254.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K19337	-	ko00000,ko03000	-	-	HTH_6,SIS
NCS66_RS01495	D-aminoacylase	WP_250480255.1	N-acyl-D-amino-acid deacylase activity|0047420||IEA				-	D-aminoacylase	ko:K01461,ko:K06015	-	ko00000,ko01000	-	-	Amidohydro_3
NCS66_RS01500	RidA family protein	WP_008351642.1	hydrolase activity|0016787||IEA				-	endoribonuclease L-PSP	-	-	-	-	-	Ribonuc_L-PSP
NCS66_RS01520	FAD/FMN-binding oxidoreductase	WP_034470575.1					-	FAD linked oxidase domain protein	-	-	-	-	-	CCG,DUF3400,DUF3683,FAD-oxidase_C,FAD_binding_4,Fer4_8
NCS66_RS01525	HIT family protein	WP_008351633.1	S-adenosyl-L-methionine binding|1904047||IEA				-	Histidine triad (HIT) protein	-	-	-	-	-	HIT
NCS66_RS01530	DUF971 domain-containing protein	WP_250480256.1					-	Protein of unknown function (DUF971)	-	-	-	-	-	DUF971
NCS66_RS01540	Tim44-like domain-containing protein	WP_008351625.1					-	import inner membrane translocase, subunit Tim44	-	-	-	-	-	Tim44
NCS66_RS01545	SCP2 sterol-binding domain-containing protein	WP_034470790.1					-	PFAM Sterol-binding domain protein	ko:K03690	-	ko00000	-	-	SCP2
NCS66_RS01555	methyltransferase	WP_250433651.1					-	Thiopurine S-methyltransferase	-	-	-	-	-	TPMT
NCS66_RS01560	FmdB family zinc ribbon protein	WP_250480258.1					-	Regulatory protein, FmdB family	-	-	-	-	-	Zn-ribbon_8
NCS66_RS01565	DUF502 domain-containing protein	WP_008351614.1					-	Protein of unknown function (DUF502)	-	-	-	-	-	DUF502
NCS66_RS01585	TetR/AcrR family transcriptional regulator	WP_008351607.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	regulatory protein TetR	-	-	-	-	-	TetR_N
NCS66_RS01590	acyl-CoA dehydrogenase C-terminal domain-containing protein	WP_250480260.1					-	acyl-CoA dehydrogenase	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N
NCS66_RS01605	enoyl-CoA hydratase	WP_008351601.1					-	enoyl-CoA hydratase	-	-	-	-	-	ECH_1
NCS66_RS01615	nitrate reductase associated protein	WP_008351596.1					-	PFAM conserved	-	-	-	-	-	Nitr_red_assoc
NCS66_RS01620	EAL domain-containing protein	WP_250480262.1					-	GGDEF domain containing protein	-	-	-	-	-	EAL,GAF_2,GGDEF,HAMP,PAS_3,PAS_4,PAS_9,Response_reg
NCS66_RS01640	LysR family transcriptional regulator	WP_008351590.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K21645	-	ko00000,ko03000	-	-	HTH_1,LysR_substrate
NCS66_RS01680	DUF3025 domain-containing protein	WP_309791262.1					-	Protein of unknown function (DUF3025)	-	-	-	-	-	DUF3025
NCS66_RS01720	tyrosine--tRNA ligase	WP_008351563.1	ATP binding|0005524||IEA	tyrosyl-tRNA aminoacylation|0006437||IEA		tyrS	-	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	ko:K01866	M00359,M00360	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	S4,S4_2,tRNA-synt_1b
NCS66_RS01765	UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase	WP_250480268.1	FAD binding|0071949||IEA	ubiquinone biosynthetic process|0006744||IEA			-	Ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6 family	ko:K03185	M00117	ko00000,ko00001,ko00002,ko01000	-	-	FAD_binding_3
NCS66_RS01775	class I SAM-dependent RNA methyltransferase	WP_250478660.1					-	Belongs to the methyltransferase superfamily	ko:K07444	-	ko00000,ko01000	-	-	THUMP,UPF0020
NCS66_RS01805	TetR/AcrR family transcriptional regulator	WP_175979799.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K16137	-	ko00000,ko03000	-	-	TetR_C_13,TetR_N
NCS66_RS01815	PqiC family protein	WP_250480270.1					-	ABC-type transport auxiliary lipoprotein component	ko:K09857	-	ko00000	-	-	ABC_trans_aux
NCS66_RS01820	MlaD family protein	WP_008351531.1					-	PFAM Mammalian cell entry related domain protein	ko:K06192	-	ko00000	-	-	MlaD
NCS66_RS01825	paraquat-inducible protein A	WP_008351528.1					-	paraquat-inducible protein A	ko:K03808	-	ko00000	-	-	PqiA
NCS66_RS01830	paraquat-inducible protein A	WP_008351526.1					-	paraquat-inducible protein A	ko:K03808	-	ko00000	-	-	PqiA
NCS66_RS01835	cytochrome b	WP_250480271.1	metal ion binding|0046872||IEA	respiratory electron transport chain|0022904||IEA	membrane|0016020||IEA		-	Cytochrome b561	ko:K12262	-	ko00000	-	-	Ni_hydr_CYTB
NCS66_RS01840	YceI family protein	WP_008351522.1					-	Belongs to the UPF0312 family	-	-	-	-	-	YceI
NCS66_RS01850	hypothetical protein	WP_250480272.1					-	-	-	-	-	-	-	-
NCS66_RS01905	Dps family protein	WP_008351500.1	oxidoreductase activity|0016491||IEA				-	Belongs to the Dps family	ko:K04047	-	ko00000,ko03036	-	-	Ferritin
NCS66_RS01915	class I SAM-dependent methyltransferase	WP_250480275.1	S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA	methylation|0032259||IEA			-	methyltransferase	-	-	-	-	-	MetW,Methyltransf_11,Methyltransf_23
NCS66_RS01955	DUF4209 domain-containing protein	WP_250480279.1					-	Domain of unknown function (DUF4209)	-	-	-	-	-	DUF4209
NCS66_RS01975	AsmA-like C-terminal region-containing protein	WP_250480281.1					-	Protein of unknown function	-	-	-	-	-	AsmA_2,DUF3971
NCS66_RS01995	heat-inducible transcriptional repressor HrcA	WP_008351475.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA		hrcA	-	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	ko:K03705	-	ko00000,ko03000	-	-	HrcA,HrcA_DNA-bdg
NCS66_RS02010	hypothetical protein	WP_008351472.1					-	-	-	-	-	-	-	-
NCS66_RS02015	nucleotide exchange factor GrpE	WP_008351471.1	protein-folding chaperone binding|0051087||IEA	protein folding|0006457||IEA		grpE	-	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	ko:K03687	-	ko00000,ko03029,ko03110	-	-	GrpE
NCS66_RS02040	FadR/GntR family transcriptional regulator	WP_250480311.1	DNA-binding transcription factor activity|0003700||IEA				-	PFAM regulatory protein GntR HTH	-	-	-	-	-	FCD,GntR
NCS66_RS02045	MBL fold metallo-hydrolase	WP_034470664.1					-	PFAM beta-lactamase domain protein	-	-	-	-	-	Lactamase_B
NCS66_RS02050	DedA family protein/thiosulfate sulfurtransferase GlpE	WP_008351458.1					-	SNARE associated Golgi protein	-	-	-	-	-	Rhodanese,SNARE_assoc
NCS66_RS02055	DMT family transporter	WP_250480285.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA			-	EamA-like transporter family	-	-	-	-	-	EamA
NCS66_RS02065	SprT family zinc-dependent metalloprotease	WP_034470804.1	metal ion binding|0046872||IEA	proteolysis|0006508||IEA			-	Metal-dependent hydrolase	ko:K07043	-	ko00000	-	-	DUF45
NCS66_RS02070	lysophospholipid acyltransferase family protein	WP_008351449.1					-	Acyl-transferase	ko:K00655	M00089	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	Acyltransferase
NCS66_RS02090	apolipoprotein N-acyltransferase	WP_175979816.1	N-acyltransferase activity|0016410||IEA	lipoprotein biosynthetic process|0042158||IEA	membrane|0016020||IEA	lnt	-	Transfers the fatty acyl group on membrane lipoproteins	ko:K03820	-	ko00000,ko01000	-	GT2	CN_hydrolase
NCS66_RS02120	LysR family transcriptional regulator	WP_200889180.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS02130	HAD family hydrolase	WP_008351424.1	hydrolase activity|0016787||IEA				-	TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3	-	-	-	-	-	HAD_2
NCS66_RS02145	hypothetical protein	WP_250480290.1					-	-	-	-	-	-	-	-
NCS66_RS02150	hypothetical protein	WP_008351420.1					-	-	-	-	-	-	-	Phage_TAC_6
NCS66_RS02165	ferritin-like domain-containing protein	WP_008351417.1					-	catalase activity	-	-	-	-	-	FA_desaturase_2
NCS66_RS02170	hypothetical protein	WP_250480291.1					-	-	-	-	-	-	-	-
NCS66_RS02185	cytochrome c	WP_008351407.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C
NCS66_RS02190	c-type cytochrome	WP_008351405.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
NCS66_RS02200	hypothetical protein	WP_008351402.1					-	-	-	-	-	-	-	-
NCS66_RS02210	deoxynucleoside kinase	WP_008351398.1	deoxynucleoside kinase activity|0019136||IEA				-	deoxynucleoside kinase	-	-	-	-	-	dNK
NCS66_RS02225	HAD family hydrolase	WP_008351393.1	metal ion binding|0046872||IEA	dephosphorylation|0016311||IEA			-	HAD-superfamily hydrolase, subfamily IB (PSPase-like)	-	-	-	-	-	HAD
NCS66_RS02230	DnaA regulatory inactivator Hda	WP_008351391.1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|0016818||IEA	negative regulation of DNA-templated DNA replication initiation|0032297||IEA		hda	-	Belongs to the DnaA family	ko:K10763	-	ko00000,ko03032	-	-	Bac_DnaA
NCS66_RS02255	lipase	WP_152563179.1					-	acetyltransferases and hydrolases with the alpha beta hydrolase fold	ko:K01046	M00098	ko00000,ko00001,ko00002,ko01000	-	-	-
NCS66_RS02265	GlsB/YeaQ/YmgE family stress response membrane protein	WP_250456666.1			membrane|0016020||IEA		-	PFAM Transglycosylase-associated protein	-	-	-	-	-	Transgly_assoc
NCS66_RS02275	outer membrane protein assembly factor BamE	WP_244808099.1					-	(Lipo)protein	-	-	-	-	-	SmpA_OmlA
NCS66_RS02280	hypothetical protein	WP_250480295.1					-	-	-	-	-	-	-	DUF4379
NCS66_RS02285	hypothetical protein	WP_008351375.1					-	-	-	-	-	-	-	-
NCS66_RS02295	carboxymuconolactone decarboxylase family protein	WP_175979832.1					-	decarboxylase	ko:K01607	-	ko00000,ko00001,ko01000	-	-	CMD
NCS66_RS02300	aspartate aminotransferase family protein	WP_250480297.1					-	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	-	-	-	Aminotran_3
NCS66_RS02305	MurR/RpiR family transcriptional regulator	WP_250480298.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	-	-	-	-	-	HTH_6,SIS
NCS66_RS02315	MFS transporter	WP_250480299.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator	-	-	-	-	-	Sugar_tr
NCS66_RS02320	sensor histidine kinase	WP_008351363.1					-	Histidine kinase	ko:K07649	M00457	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	2CSK_N,HATPase_c,HisKA
NCS66_RS02335	recombination regulator RecX	WP_250456566.1		regulation of DNA repair|0006282||IEA		recX	-	Modulates RecA activity	ko:K03565	-	ko00000,ko03400	-	-	RecX
NCS66_RS02340	DUF2889 domain-containing protein	WP_034470713.1					-	Protein of unknown function (DUF2889)	-	-	-	-	-	DUF2889
NCS66_RS02355	TerC family protein	WP_008351349.1			membrane|0016020||IEA		-	Integral membrane protein TerC	-	-	-	-	-	TerC
NCS66_RS02365	Wzy polymerase domain-containing protein	WP_250433790.1					-	Pfam O-Antigen Polymerase	-	-	-	-	-	PglL_A,Wzy_C,Wzy_C_2
NCS66_RS02375	M48 family metalloprotease	WP_250480301.1	metalloendopeptidase activity|0004222||IEA	proteolysis|0006508||IEA			-	Peptidase M48	-	-	-	-	-	Peptidase_M48,TPR_19
NCS66_RS02380	DUF2946 family protein	WP_008351340.1					-	Protein of unknown function (DUF2946)	-	-	-	-	-	DUF2944
NCS66_RS02390	nuclear transport factor 2 family protein	WP_008351336.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_3
NCS66_RS02400	zinc-finger domain-containing protein	WP_008351333.1					-	Zinc-finger domain	-	-	-	-	-	zf-CHCC
NCS66_RS02410	AzlC family ABC transporter permease	WP_244808100.1					-	PFAM AzlC family protein	-	-	-	-	-	AzlC
NCS66_RS02415	AzlD domain-containing protein	WP_008351327.1					-	Pfam Branched-chain amino acid transport	-	-	-	-	-	AzlD
NCS66_RS02455	L-threonylcarbamoyladenylate synthase	WP_034470722.1	L-threonylcarbamoyladenylate synthase|0061710||IEA	tRNA modification|0006400||IEA			-	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	ko:K07566	-	ko00000,ko01000,ko03009,ko03016	-	-	SUA5,Sua5_yciO_yrdC
NCS66_RS02460	SGNH/GDSL hydrolase family protein	WP_008351318.1					-	PFAM lipolytic protein G-D-S-L family	-	-	-	-	-	Lipase_GDSL
NCS66_RS02465	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	WP_033536528.1	serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA	peptidoglycan biosynthetic process|0009252||IEA		dacB	-	D-alanyl-d-alanine carboxypeptidase	ko:K07259	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	Peptidase_S13
NCS66_RS02475	ATP-binding protein	WP_008351315.1					-	Histidine kinase	ko:K02484,ko:K07645	M00453	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	2CSK_N,HATPase_c,HisKA
NCS66_RS02485	hypothetical protein	WP_008351312.1					-	-	-	-	-	-	-	CarboxypepD_reg
NCS66_RS02490	DUF427 domain-containing protein	WP_008351311.1					-	Domain of unknown function (DUF427)	-	-	-	-	-	NTP_transf_9
NCS66_RS02495	SRPBCC domain-containing protein	WP_250433807.1					-	PFAM carbon monoxide dehydrogenase subunit G	-	-	-	-	-	COXG
NCS66_RS02540	FGGY family carbohydrate kinase	WP_250480305.1	phosphotransferase activity, alcohol group as acceptor|0016773||IEA	carbohydrate metabolic process|0005975||IEA			-	Carbohydrate kinase	ko:K00854	M00014	ko00000,ko00001,ko00002,ko01000	-	-	FGGY_C,FGGY_N
NCS66_RS02545	AGE family epimerase/isomerase	WP_034474373.1					-	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	-	-	-	-	-	GlcNAc_2-epim
NCS66_RS02600	HAD-IA family hydrolase	WP_008351254.1	hydrolase activity|0016787||IEA	metabolic process|0008152||IEA			-	TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3	-	-	-	-	-	HAD_2
NCS66_RS02615	hypothetical protein	WP_175979864.1					-	Glycosyltransferase family 25 (LPS biosynthesis protein)	-	-	-	-	-	Glyco_transf_25
NCS66_RS02620	MOSC N-terminal beta barrel domain-containing protein	WP_008351246.1					-	MOSC domain protein beta barrel domain protein	ko:K07140	-	ko00000	-	-	MOSC,MOSC_N
NCS66_RS02625	sugar-binding transcriptional regulator	WP_008351245.1	carbohydrate binding|0030246||IEA				-	Transcriptional regulator	-	-	-	-	-	Sugar-bind
NCS66_RS02640	EAL domain-containing protein	WP_008351242.1					-	EAL domain protein	-	-	-	-	-	EAL
NCS66_RS02660	MFS transporter	WP_250480314.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1,MFS_1_like,Sugar_tr
NCS66_RS34305	hypothetical protein	WP_308196659.1					-	-	-	-	-	-	-	-
NCS66_RS02675	ligase-associated DNA damage response endonuclease PdeM	WP_250480315.1	hydrolase activity|0016787||IEA			pdeM	-	Calcineurin-like phosphoesterase	ko:K06953	-	ko00000	-	-	Metallophos,Metallophos_2
NCS66_RS02680	ligase-associated DNA damage response DEXH box helicase	WP_250480316.1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|0016818||IEA				-	DEAD DEAH box helicase	ko:K03724	-	ko00000,ko01000,ko03400	-	-	DEAD,DEAD_assoc,Helicase_C
NCS66_RS02685	ATP-dependent DNA ligase	WP_034472974.1	ATP binding|0005524||IEA	DNA recombination|0006310||IEA			-	Catalyzes the ATP-dependent formation of a phosphodiester at the site of a single strand break in duplex DNA	ko:K10747	-	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	DNA_ligase_A_C,DNA_ligase_A_M,DNA_ligase_A_N
NCS66_RS02690	ligase-associated DNA damage response exonuclease	WP_250480317.1					-	Exonuclease of the beta-lactamase fold involved in RNA processing	ko:K07577	-	ko00000	-	-	-
NCS66_RS02695	hypothetical protein	WP_008351228.1					-	-	-	-	-	-	-	-
NCS66_RS02700	LysR family transcriptional regulator	WP_239295376.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS02705	aspartate-alanine antiporter	WP_250480318.1	aspartate:alanine antiporter activity|0070906||IEA			aspT	-	Aspartate alanine antiporter	-	-	-	-	-	Asp-Al_Ex,TrkA_C
NCS66_RS02720	Rap1a/Tai family immunity protein	WP_008351222.1					-	-	-	-	-	-	-	-
NCS66_RS02745	cupin domain-containing protein	WP_033537126.1					-	Cupin 2, conserved barrel domain protein	-	-	-	-	-	Cupin_2
NCS66_RS02755	DUF192 domain-containing protein	WP_250480322.1					-	Uncharacterized ACR, COG1430	ko:K09005	-	ko00000	-	-	DUF192
NCS66_RS02790	hypothetical protein	WP_175982816.1					-	Glycerophosphoryl diester phosphodiesterase family	-	-	-	-	-	GDPD
NCS66_RS02825	RsmB/NOP family class I SAM-dependent RNA methyltransferase	WP_008351189.1	S-adenosyl-L-methionine binding|1904047||IEA				GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0031974,GO:0031981,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	ko:K03500	-	ko00000,ko01000,ko03009	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N
