locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS01405	MarR family winged helix-turn-helix transcriptional regulator	WP_248321109.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Regulatory protein MarR	-	-	-	-	-	MarR,MarR_2
LDZ24_RS01415	MurR/RpiR family transcriptional regulator	WP_248321113.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K19337	-	ko00000,ko03000	-	-	HTH_6,SIS
LDZ24_RS01420	amidohydrolase family protein	WP_248321115.1					-	D-aminoacylase	ko:K01461,ko:K06015	-	ko00000,ko01000	-	-	Amidohydro_3
LDZ24_RS01425	RidA family protein	WP_248321117.1	hydrolase activity|0016787||IEA				-	endoribonuclease L-PSP	-	-	-	-	-	Ribonuc_L-PSP
LDZ24_RS01450	FAD/FMN-binding oxidoreductase	WP_248321125.1					-	FAD linked oxidase domain protein	-	-	-	-	-	CCG,DUF3400,DUF3683,FAD-oxidase_C,FAD_binding_4,Fer4_8
LDZ24_RS01455	HIT family protein	WP_248321126.1	S-adenosyl-L-methionine binding|1904047||IEA				-	Histidine triad (HIT) protein	-	-	-	-	-	HIT
LDZ24_RS01460	gamma-butyrobetaine hydroxylase-like domain-containing protein	WP_175939401.1					-	Protein of unknown function (DUF971)	-	-	-	-	-	DUF971
LDZ24_RS01470	Tim44 domain-containing protein	WP_248321130.1					-	import inner membrane translocase, subunit Tim44	-	-	-	-	-	Tim44
LDZ24_RS01475	SCP2 domain-containing protein	WP_248321132.1	sterol binding|0032934||IEA				-	PFAM Sterol-binding domain protein	ko:K03690	-	ko00000	-	-	SCP2
LDZ24_RS01485	methyltransferase domain-containing protein	WP_248321136.1					-	Thiopurine S-methyltransferase	-	-	-	-	-	TPMT
LDZ24_RS01490	FmdB family zinc ribbon protein	WP_248321138.1					-	Regulatory protein, FmdB family	-	-	-	-	-	Zn-ribbon_8
LDZ24_RS01495	DUF502 domain-containing protein	WP_175939420.1					-	Protein of unknown function (DUF502)	-	-	-	-	-	DUF502
LDZ24_RS01515	TetR/AcrR family transcriptional regulator	WP_206467484.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	regulatory protein TetR	-	-	-	-	-	TetR_N
LDZ24_RS01520	acyl-CoA dehydrogenase C-terminal domain-containing protein	WP_248321141.1					-	acyl-CoA dehydrogenase	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N
LDZ24_RS01540	lysozyme inhibitor LprI family protein	WP_248321148.1					-	Lysozyme inhibitor LprI	-	-	-	-	-	LprI
LDZ24_RS01550	nitrate reductase associated protein	WP_206467491.1					-	PFAM conserved	-	-	-	-	-	Nitr_red_assoc
LDZ24_RS01555	EAL domain-containing protein	WP_248321152.1					-	GGDEF domain containing protein	-	-	-	-	-	EAL,GAF_2,GGDEF,HAMP,PAS_3,PAS_4,PAS_9,Response_reg
LDZ24_RS01575	LysR substrate-binding domain-containing protein	WP_248321159.1					-	Transcriptional regulator	ko:K21645	-	ko00000,ko03000	-	-	HTH_1,LysR_substrate
LDZ24_RS01615	DUF3025 domain-containing protein	WP_350029419.1					-	Protein of unknown function (DUF3025)	-	-	-	-	-	DUF3025
LDZ24_RS01650	tyrosine--tRNA ligase	WP_248321170.1	ATP binding|0005524||IEA	tyrosyl-tRNA aminoacylation|0006437||IEA		tyrS	-	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	ko:K01866	M00359,M00360	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	S4,S4_2,tRNA-synt_1b
LDZ24_RS01665	oxygenase MpaB family protein	WP_248321174.1	oxidoreductase activity|0016491||IEA				-	Uncharacterized protein conserved in bacteria (DUF2236)	-	-	-	-	-	DUF2236
LDZ24_RS01700	UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase	WP_248321180.1	FAD binding|0071949||IEA	ubiquinone biosynthetic process|0006744||IEA			-	Ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6 family	ko:K03185	M00117	ko00000,ko00001,ko00002,ko01000	-	-	FAD_binding_3
LDZ24_RS01710	class I SAM-dependent RNA methyltransferase	WP_248321184.1					-	Belongs to the methyltransferase superfamily	ko:K07444	-	ko00000,ko01000	-	-	THUMP,UPF0020
LDZ24_RS01715	hypothetical protein	WP_248321186.1					-	-	-	-	-	-	-	-
LDZ24_RS01745	TetR/AcrR family transcriptional regulator	WP_248321192.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K16137	-	ko00000,ko03000	-	-	TetR_C_13,TetR_N
LDZ24_RS01750	alpha/beta hydrolase	WP_248321194.1	hydrolase activity|0016787||IEA				-	PFAM Alpha beta hydrolase fold-3 domain protein	ko:K01066	-	ko00000,ko01000	-	-	Abhydrolase_3
LDZ24_RS01760	membrane integrity-associated transporter subunit PqiC	WP_248321196.1					-	ABC-type transport auxiliary lipoprotein component	ko:K09857	-	ko00000	-	-	ABC_trans_aux
LDZ24_RS01765	intermembrane transport protein PqiB	WP_248321198.1					-	PFAM Mammalian cell entry related domain protein	ko:K06192	-	ko00000	-	-	MlaD
LDZ24_RS01770	paraquat-inducible protein A	WP_371747371.1					-	paraquat-inducible protein A	ko:K03808	-	ko00000	-	-	PqiA
LDZ24_RS01775	paraquat-inducible protein A	WP_248321199.1					-	paraquat-inducible protein A	ko:K03808	-	ko00000	-	-	PqiA
LDZ24_RS01780	cytochrome b	WP_248321201.1	metal ion binding|0046872||IEA	respiratory electron transport chain|0022904||IEA	membrane|0016020||IEA		-	Cytochrome b561	ko:K12262	-	ko00000	-	-	Ni_hydr_CYTB
LDZ24_RS01785	YceI family protein	WP_175939471.1			periplasmic space|0042597||IEA		-	Belongs to the UPF0312 family	-	-	-	-	-	YceI
LDZ24_RS01845	Dps family protein	WP_175939482.1	oxidoreductase activity|0016491||IEA				-	Belongs to the Dps family	ko:K04047	-	ko00000,ko03036	-	-	Ferritin
LDZ24_RS01855	hypothetical protein	WP_248321215.1					-	FkbM family	-	-	-	-	-	Methyltransf_21
LDZ24_RS01895	GIY-YIG nuclease family protein	WP_256465376.1					-	-	-	-	-	-	-	T5orf172
LDZ24_RS01900	hypothetical protein	WP_248321228.1					-	-	-	-	-	-	-	-
LDZ24_RS01920	YhdP family protein	WP_248321236.1					-	Protein of unknown function	-	-	-	-	-	AsmA_2,DUF3971
LDZ24_RS01940	heat-inducible transcriptional repressor HrcA	WP_175939498.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA		hrcA	-	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	ko:K03705	-	ko00000,ko03000	-	-	HrcA,HrcA_DNA-bdg
LDZ24_RS01955	hypothetical protein	WP_175939501.1					-	-	-	-	-	-	-	-
LDZ24_RS01965	thioredoxin family protein	WP_175939503.1					-	COG0526, thiol-disulfide isomerase and thioredoxins	-	-	-	-	-	Thioredoxin
LDZ24_RS01990	FadR/GntR family transcriptional regulator	WP_371747373.1	DNA-binding transcription factor activity|0003700||IEA				-	PFAM regulatory protein GntR HTH	-	-	-	-	-	FCD,GntR
LDZ24_RS02000	M48 family metallopeptidase	WP_248321251.1	metal ion binding|0046872||IEA				-	Metal-dependent hydrolase	ko:K07043	-	ko00000	-	-	DUF45
LDZ24_RS02005	1-acyl-sn-glycerol-3-phosphate acyltransferase	WP_248321252.1					-	Acyl-transferase	ko:K00655	M00089	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	Acyltransferase
LDZ24_RS02025	apolipoprotein N-acyltransferase	WP_248321258.1	N-acyltransferase activity|0016410||IEA	lipoprotein biosynthetic process|0042158||IEA	membrane|0016020||IEA	lnt	-	Transfers the fatty acyl group on membrane lipoproteins	ko:K03820	-	ko00000,ko01000	-	GT2	CN_hydrolase
LDZ24_RS02060	hypothetical protein	WP_248322248.1					-	-	-	-	-	-	-	-
LDZ24_RS02065	hypothetical protein	WP_175940590.1					-	-	-	-	-	-	-	Phage_TAC_6
LDZ24_RS02080	ferritin-like domain-containing protein	WP_248321267.1					-	catalase activity	-	-	-	-	-	FA_desaturase_2
LDZ24_RS02085	hypothetical protein	WP_248321269.1					-	-	-	-	-	-	-	-
LDZ24_RS02100	cytochrome c	WP_175939527.1					-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C
LDZ24_RS02105	cytochrome c	WP_175940592.1					-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
LDZ24_RS02115	hypothetical protein	WP_248321275.1					-	-	-	-	-	-	-	-
LDZ24_RS02125	deoxynucleoside kinase	WP_248321279.1					-	deoxynucleoside kinase	-	-	-	-	-	dNK
LDZ24_RS02140	HAD family phosphatase	WP_175939534.1					-	HAD-superfamily hydrolase, subfamily IB (PSPase-like)	-	-	-	-	-	HAD
LDZ24_RS02145	DnaA regulatory inactivator Hda	WP_248321283.1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|0016818||IEA	negative regulation of DNA-templated DNA replication initiation|0032297||IEA		hda	-	Belongs to the DnaA family	ko:K10763	-	ko00000,ko03032	-	-	Bac_DnaA
LDZ24_RS02175	GlsB/YeaQ/YmgE family stress response membrane protein	WP_248322250.1			membrane|0016020||IEA		-	PFAM Transglycosylase-associated protein	-	-	-	-	-	Transgly_assoc
LDZ24_RS02185	outer membrane protein assembly factor BamE	WP_248321292.1			outer membrane|0019867||IEA	bamE	-	(Lipo)protein	-	-	-	-	-	SmpA_OmlA
LDZ24_RS02190	hypothetical protein	WP_248321293.1					-	-	-	-	-	-	-	DUF4379
LDZ24_RS02195	hypothetical protein	WP_248321294.1					-	-	-	-	-	-	-	-
LDZ24_RS02205	MFS transporter	WP_175939545.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator	-	-	-	-	-	Sugar_tr
LDZ24_RS02210	sensor histidine kinase	WP_248321295.1					-	Histidine kinase	ko:K07649	M00457	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	2CSK_N,HATPase_c,HisKA
LDZ24_RS02225	recombination regulator RecX	WP_371747376.1		regulation of DNA repair|0006282||IEA		recX	-	Modulates RecA activity	ko:K03565	-	ko00000,ko03400	-	-	RecX
LDZ24_RS02230	DUF2889 domain-containing protein	WP_248321299.1					-	Protein of unknown function (DUF2889)	-	-	-	-	-	DUF2889
LDZ24_RS02245	TerC family protein	WP_248321302.1			membrane|0016020||IEA		-	Integral membrane protein TerC	-	-	-	-	-	TerC
LDZ24_RS02255	Wzy polymerase domain-containing protein	WP_248321304.1					-	Pfam O-Antigen Polymerase	-	-	-	-	-	PglL_A,Wzy_C,Wzy_C_2
LDZ24_RS02265	M48 family metalloprotease	WP_248321306.1	metalloendopeptidase activity|0004222||IEA	proteolysis|0006508||IEA			-	Peptidase M48	-	-	-	-	-	Peptidase_M48,TPR_19
LDZ24_RS02270	DUF2946 family protein	WP_248321307.1					-	Protein of unknown function (DUF2946)	-	-	-	-	-	DUF2944
LDZ24_RS02280	nuclear transport factor 2 family protein	WP_175939561.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_3
LDZ24_RS02290	zinc-finger domain-containing protein	WP_244847974.1					-	Zinc-finger domain	-	-	-	-	-	zf-CHCC
LDZ24_RS02300	AzlC family ABC transporter permease	WP_248321311.1		amino acid transport|0006865||IEA	transmembrane transporter complex|1902495||IEA		-	PFAM AzlC family protein	-	-	-	-	-	AzlC
LDZ24_RS02305	AzlD domain-containing protein	WP_175939566.1					-	Pfam Branched-chain amino acid transport	-	-	-	-	-	AzlD
LDZ24_RS02340	L-threonylcarbamoyladenylate synthase	WP_248321319.1	L-threonylcarbamoyladenylate synthase|0061710||IEA	tRNA modification|0006400||IEA			-	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	ko:K07566	-	ko00000,ko01000,ko03009,ko03016	-	-	SUA5,Sua5_yciO_yrdC
LDZ24_RS02345	hypothetical protein	WP_248321321.1					-	protein-(glutamine-N5) methyltransferase activity	-	-	-	-	-	Methyltransf_21
LDZ24_RS02355	SGNH/GDSL hydrolase family protein	WP_248321324.1	hydrolase activity, acting on ester bonds|0016788||IEA				-	PFAM lipolytic protein G-D-S-L family	-	-	-	-	-	Lipase_GDSL
LDZ24_RS02360	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	WP_248321325.1	serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA	peptidoglycan biosynthetic process|0009252||IEA		dacB	-	D-alanyl-d-alanine carboxypeptidase	ko:K07259	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	Peptidase_S13
LDZ24_RS02370	ATP-binding protein	WP_248321326.1					-	Histidine kinase	ko:K02484,ko:K07645	M00453	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	2CSK_N,HATPase_c,HisKA
LDZ24_RS02380	carboxypeptidase regulatory-like domain-containing protein	WP_248321330.1					-	-	-	-	-	-	-	CarboxypepD_reg
LDZ24_RS02385	DUF427 domain-containing protein	WP_248321332.1					-	Domain of unknown function (DUF427)	-	-	-	-	-	NTP_transf_9
LDZ24_RS02390	CoxG family protein	WP_248321334.1	binding|0005488||IEA				-	PFAM carbon monoxide dehydrogenase subunit G	-	-	-	-	-	COXG
LDZ24_RS02395	cysteine hydrolase family protein	WP_248321336.1	hydrolase activity|0016787||IEA				-	isochorismatase hydrolase	-	-	-	-	-	Isochorismatase
LDZ24_RS02425	hypothetical protein	WP_248321347.1					-	Ion transport 2 domain protein	-	-	-	-	-	Ion_trans_2
LDZ24_RS02440	bifunctional diguanylate cyclase/phosphodiesterase	WP_248321349.1					-	Putative diguanylate phosphodiesterase	-	-	-	-	-	EAL,GGDEF,PAS_4,PAS_9
LDZ24_RS02450	FGGY family carbohydrate kinase	WP_248321353.1	kinase activity|0016301||IEA	carbohydrate metabolic process|0005975||IEA			-	Carbohydrate kinase	ko:K00854	M00014	ko00000,ko00001,ko00002,ko01000	-	-	FGGY_C,FGGY_N
LDZ24_RS02455	AGE family epimerase/isomerase	WP_248321355.1					-	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	-	-	-	-	-	GlcNAc_2-epim
LDZ24_RS02490	hypothetical protein	WP_248321367.1					-	-	-	-	-	-	-	-
LDZ24_RS02495	hypothetical protein	WP_248321369.1					-	-	-	-	-	-	-	-
LDZ24_RS02520	HAD family phosphatase	WP_248322253.1	metal ion binding|0046872||IEA				-	TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3	-	-	-	-	-	HAD_2
LDZ24_RS02530	MOSC domain-containing protein	WP_248321375.1					-	MOSC domain protein beta barrel domain protein	ko:K07140	-	ko00000	-	-	MOSC,MOSC_N
LDZ24_RS02535	sugar-binding transcriptional regulator	WP_248321377.1	carbohydrate binding|0030246||IEA				-	Transcriptional regulator	-	-	-	-	-	Sugar-bind
LDZ24_RS02545	D-arabinitol 4-dehydrogenase	WP_248321379.1	D-arabinitol 4-dehydrogenase activity|0047813||IEA	arabitol metabolic process|0051161||IEA		dalD	-	Mannitol dehydrogenase rossman	ko:K00007	-	ko00000,ko00001,ko01000	-	-	Mannitol_dh,Mannitol_dh_C
LDZ24_RS02550	FGGY-family carbohydrate kinase	WP_248321381.1	carbohydrate kinase activity|0019200||IEA	phosphorylation|0016310||IEA			-	Belongs to the FGGY kinase family	ko:K00854	M00014	ko00000,ko00001,ko00002,ko01000	-	-	FGGY_C,FGGY_N
LDZ24_RS02555	EAL domain-containing protein	WP_248321382.1					-	EAL domain protein	-	-	-	-	-	EAL
LDZ24_RS02575	MFS transporter	WP_248321388.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1,MFS_1_like,Sugar_tr
LDZ24_RS02585	hypothetical protein	WP_248321391.1					-	-	-	-	-	-	-	-
LDZ24_RS02590	ligase-associated DNA damage response endonuclease PdeM	WP_248321392.1	hydrolase activity|0016787||IEA			pdeM	-	Calcineurin-like phosphoesterase	ko:K06953	-	ko00000	-	-	Metallophos,Metallophos_2
LDZ24_RS02600	ligase-associated DNA damage response DEXH box helicase	WP_248321395.1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|0016818||IEA				-	DEAD DEAH box helicase	ko:K03724	-	ko00000,ko01000,ko03400	-	-	DEAD,DEAD_assoc,Helicase_C
LDZ24_RS02605	ATP-dependent DNA ligase	WP_248321397.1	ATP binding|0005524||IEA	DNA recombination|0006310||IEA			-	Catalyzes the ATP-dependent formation of a phosphodiester at the site of a single strand break in duplex DNA	ko:K10747	-	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	DNA_ligase_A_C,DNA_ligase_A_M,DNA_ligase_A_N
LDZ24_RS02610	ligase-associated DNA damage response exonuclease	WP_248321398.1					-	Exonuclease of the beta-lactamase fold involved in RNA processing	ko:K07577	-	ko00000	-	-	-
LDZ24_RS02615	hypothetical protein	WP_248321400.1					-	-	-	-	-	-	-	-
LDZ24_RS02625	LysR family transcriptional regulator	WP_248321404.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS02630	aspartate-alanine antiporter	WP_248321405.1	aspartate:alanine antiporter activity|0070906||IEA		membrane|0016020||IEA	aspT	-	Aspartate alanine antiporter	-	-	-	-	-	Asp-Al_Ex,TrkA_C
LDZ24_RS02670	cupin domain-containing protein	WP_248321417.1					-	Cupin 2, conserved barrel domain protein	-	-	-	-	-	Cupin_2
LDZ24_RS02680	DUF192 domain-containing protein	WP_371747403.1					-	Uncharacterized ACR, COG1430	ko:K09005	-	ko00000	-	-	DUF192
LDZ24_RS02750	RsmB/NOP family class I SAM-dependent RNA methyltransferase	WP_248321433.1	S-adenosyl-L-methionine binding|1904047||IEA				GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0031974,GO:0031981,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	ko:K03500	-	ko00000,ko01000,ko03009	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N
LDZ24_RS02755	mechanosensitive ion channel family protein	WP_248321434.1					-	mechanosensitive ion channel	-	-	-	-	-	MS_channel
LDZ24_RS02760	acyl-CoA desaturase	WP_248321436.1		lipid metabolic process|0006629||IEA			-	fatty acid desaturase	ko:K00507	-	ko00000,ko00001,ko01000,ko01004	-	-	DDE_Tnp_ISL3,FA_desaturase
LDZ24_RS02845	NAD-dependent epimerase/dehydratase family protein	WP_248321458.1	catalytic activity|0003824||IEA				-	Nad-dependent epimerase dehydratase	-	-	-	-	-	Epimerase,NAD_binding_10,RmlD_sub_bind,TrkA_N
LDZ24_RS02850	hypothetical protein	WP_248321459.1					-	-	-	-	-	-	-	-
LDZ24_RS02860	hypothetical protein	WP_248321462.1					-	-	-	-	-	-	-	-
LDZ24_RS02890	DUF934 domain-containing protein	WP_248321469.1					-	conserved protein ucp030820	-	-	-	-	-	DUF934
LDZ24_RS02895	phosphoadenylyl-sulfate reductase	WP_248321470.1	phosphoadenylyl-sulfate reductase (thioredoxin) activity|0004604||IEA	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)|0019379||IEA			-	Reduction of activated sulfate into sulfite	ko:K00390	M00176	ko00000,ko00001,ko00002,ko01000	-	-	PAPS_reduct
LDZ24_RS02910	uroporphyrinogen-III C-methyltransferase	WP_248321472.1	uroporphyrin-III C-methyltransferase activity|0004851||IEA	siroheme biosynthetic process|0019354||IEA		cobA	-	Belongs to the precorrin methyltransferase family	ko:K02303	M00121	ko00000,ko00001,ko00002,ko01000	-	-	TP_methylase
LDZ24_RS02915	sirohydrochlorin chelatase	WP_248321473.1					-	PFAM cobalamin (vitamin B12) biosynthesis CbiX protein	ko:K03795	-	ko00000,ko00001,ko01000	-	-	CbiX
LDZ24_RS02935	DNA polymerase III subunit chi	WP_248321481.1					-	dna polymerase III (Chi subunit)	ko:K02339	M00260	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	DNA_pol3_chi
LDZ24_RS02940	DUF2486 family protein	WP_248321483.1					-	Protein of unknown function (DUF2486)	-	-	-	-	-	DUF2486
LDZ24_RS02960	SIMPL domain-containing protein	WP_248322257.1					-	Protein of unknown function (DUF541)	-	-	-	-	-	SIMPL
LDZ24_RS02965	EVE domain-containing protein	WP_175939685.1	RNA binding|0003723||IEA				-	EVE domain	-	-	-	-	-	EVE
LDZ24_RS02975	cell division protein ZapA	WP_175939686.1					-	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division	ko:K09888	-	ko00000,ko03036	-	-	ZapA
