#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084250.1_cds_WP_248320868.1_47,1071679.BG57_17980,0.0,1332.0,"COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,2VHBZ@28216|Betaproteobacteria,1K061@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Catalyzes cross-linking of the peptidoglycan cell wall,mrdA,-,3.4.16.4,ko:K05515,"ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011",-,-,-,"PBP_dimer,Transpeptidase"
lcl|NZ_CP084250.1_cds_WP_175938922.1_48,1071679.BG57_17985,4.2e-117,335.0,"COG2891@1|root,COG2891@2|Bacteria,1RBNF@1224|Proteobacteria,2VQQ3@28216|Betaproteobacteria,1K3V9@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Rod shape-determining protein MreD,mreD,-,-,ko:K03571,-,-,-,-,"ko00000,ko03036",9.B.157.1,-,-,MreD
lcl|NZ_CP084250.1_cds_WP_248320869.1_49,1071679.BG57_17990,2.15e-183,520.0,"COG1792@1|root,COG1792@2|Bacteria,1N8ZS@1224|Proteobacteria,2VK0Y@28216|Betaproteobacteria,1K372@119060|Burkholderiaceae",28216|Betaproteobacteria,M,shape-determining protein MreC,mreC,-,-,ko:K03570,-,-,-,-,"ko00000,ko03036",9.B.157.1,-,-,MreC
lcl|NZ_CP084250.1_cds_WP_004189550.1_50,1038869.AXAN01000006_gene899,2.25e-241,664.0,"COG1077@1|root,COG1077@2|Bacteria,1MUMW@1224|Proteobacteria,2VIR9@28216|Betaproteobacteria,1K4JH@119060|Burkholderiaceae",28216|Betaproteobacteria,D,"Cell shape determining protein, MreB Mrl family",mreB,-,-,ko:K03569,-,-,-,-,"ko00000,ko02048,ko03036,ko04812","1.A.33.1,9.B.157.1",-,-,MreB_Mbl
lcl|NZ_CP084250.1_cds_WP_244847644.1_51,1097668.BYI23_A000390,1.3e-59,184.0,"COG0721@1|root,COG0721@2|Bacteria,1MZQP@1224|Proteobacteria,2VUFB@28216|Betaproteobacteria,1K8M3@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln),gatC,-,"6.3.5.6,6.3.5.7",ko:K02435,"ko00970,ko01100,map00970,map01100",-,"R03905,R04212",RC00010,"ko00000,ko00001,ko01000,ko03029",-,-,-,Glu-tRNAGln
lcl|NZ_CP084250.1_cds_WP_248320870.1_52,1458357.BG58_34500,0.0,915.0,"COG0154@1|root,COG0154@2|Bacteria,1MUVQ@1224|Proteobacteria,2VIG3@28216|Betaproteobacteria,1K0ET@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln),gatA,-,"6.3.5.6,6.3.5.7",ko:K02433,"ko00970,ko01100,map00970,map01100",-,"R03905,R04212",RC00010,"ko00000,ko00001,ko01000,ko03029",-,-,-,Amidase
lcl|NZ_CP084250.1_cds_WP_248320871.1_53,1071679.BG57_18010,0.0,906.0,"COG0064@1|root,COG0064@2|Bacteria,1MUKG@1224|Proteobacteria,2VI3A@28216|Betaproteobacteria,1K1TI@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln),gatB,-,"6.3.5.6,6.3.5.7",ko:K02434,"ko00970,ko01100,map00970,map01100",-,"R03905,R04212",RC00010,"ko00000,ko00001,ko01000,ko03029",-,-,-,"GatB_N,GatB_Yqey"
lcl|NZ_CP084250.1_cds_WP_248320872.1_54,1071679.BG57_09680,5.34e-183,511.0,"COG2326@1|root,COG2326@2|Bacteria,1MVE2@1224|Proteobacteria,2VJ7N@28216|Betaproteobacteria,1K34X@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Polyphosphate kinase 2 (PPK2),-,-,2.7.4.1,ko:K00937,"ko00190,ko03018,map00190,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03019",-,-,-,PPK2
lcl|NZ_CP084250.1_cds_WP_248320873.1_55,1097668.BYI23_A000430,1.06e-191,531.0,"COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2VI74@28216|Betaproteobacteria,1K01S@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Exodeoxyribonuclease III,exoA,-,3.1.11.2,ko:K01142,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,Exo_endo_phos
lcl|NZ_CP084250.1_cds_WP_248320874.1_56,1071679.BG57_09670,9.13e-182,510.0,"COG0501@1|root,COG0501@2|Bacteria,1MUNA@1224|Proteobacteria,2VHTB@28216|Betaproteobacteria,1JZNN@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Peptidase M48,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M48
lcl|NZ_CP084250.1_cds_WP_248320875.1_57,1071679.BG57_09665,3.23e-275,756.0,"COG0477@1|root,COG2814@2|Bacteria,1MUZ8@1224|Proteobacteria,2VI8P@28216|Betaproteobacteria,1K0YY@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,PFAM major facilitator superfamily MFS_1,ampG,-,-,ko:K08218,"ko01501,map01501",M00628,-,-,"ko00000,ko00001,ko00002,ko02000",2.A.1.25,-,-,MFS_1
lcl|NZ_CP084250.1_cds_WP_175938937.1_58,1071679.BG57_09660,3.46e-143,404.0,"COG0500@1|root,COG2226@2|Bacteria,1MVSY@1224|Proteobacteria,2VMPA@28216|Betaproteobacteria,1K20E@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,Methionine biosynthesis protein MetW,metW,-,-,-,-,-,-,-,-,-,-,-,MetW
lcl|NZ_CP084250.1_cds_WP_175938938.1_59,1071679.BG57_09655,1.33e-273,748.0,"COG2021@1|root,COG2021@2|Bacteria,1MVJV@1224|Proteobacteria,2VHU9@28216|Betaproteobacteria,1K0H9@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"Transfers a succinyl group from succinyl-CoA to L- homoserine, forming succinyl-L-homoserine",metXS,-,2.3.1.31,ko:K00641,"ko00270,ko01100,ko01130,map00270,map01100,map01130",-,R01776,"RC00004,RC00041","ko00000,ko00001,ko01000",-,-,-,Abhydrolase_1
lcl|NZ_CP084250.1_cds_WP_175938940.1_60,1097668.BYI23_A000480,8.14e-49,156.0,"COG2161@1|root,COG2161@2|Bacteria,1N8QY@1224|Proteobacteria,2VUAT@28216|Betaproteobacteria,1KAPI@119060|Burkholderiaceae",28216|Betaproteobacteria,D,Antitoxin component of a toxin-antitoxin (TA) module,-,-,-,-,-,-,-,-,-,-,-,-,PhdYeFM_antitox
lcl|NZ_CP084250.1_cds_WP_248320876.1_61,1458357.BG58_00040,2.25e-61,189.0,"COG3668@1|root,COG3668@2|Bacteria,1REHT@1224|Proteobacteria,2VV5N@28216|Betaproteobacteria,1KA5V@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"ParE toxin of type II toxin-antitoxin system, parDE",-,-,-,-,-,-,-,-,-,-,-,-,ParE_toxin
lcl|NZ_CP084250.1_cds_WP_248320877.1_62,1071679.BG57_09650,3e-157,444.0,"COG0637@1|root,COG0637@2|Bacteria,1QTWD@1224|Proteobacteria,2VNTW@28216|Betaproteobacteria,1K2P9@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"had-superfamily hydrolase subfamily ia, variant 3",-,-,-,ko:K07025,-,-,-,-,ko00000,-,-,-,HAD_2
lcl|NZ_CP084250.1_cds_WP_248320878.1_63,1071679.BG57_09645,3.89e-211,583.0,"COG0548@1|root,COG0548@2|Bacteria,1MU17@1224|Proteobacteria,2VIIY@28216|Betaproteobacteria,1K1QX@119060|Burkholderiaceae",28216|Betaproteobacteria,F,Belongs to the acetylglutamate kinase family. ArgB subfamily,argB,-,2.7.2.8,ko:K00930,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",M00028,R02649,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,-,AA_kinase
lcl|NZ_CP084250.1_cds_WP_248320879.1_64,1071679.BG57_09640,2.36e-20,83.2,"2FJFZ@1|root,34B5K@2|Bacteria,1P1SF@1224|Proteobacteria,2W4IV@28216|Betaproteobacteria,1KB9K@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Cysteine-rich CWC,-,-,-,-,-,-,-,-,-,-,-,-,Cys_rich_CWC
lcl|NZ_CP084250.1_cds_WP_248320880.1_65,1071679.BG57_09635,4.28e-266,734.0,"COG4191@1|root,COG4191@2|Bacteria,1MWR3@1224|Proteobacteria,2VNY1@28216|Betaproteobacteria,1K01H@119060|Burkholderiaceae",28216|Betaproteobacteria,T,histidine kinase A domain protein,regB,-,2.7.13.3,ko:K15011,"ko02020,map02020",M00523,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,HATPase_c
lcl|NZ_CP084250.1_cds_WP_159837606.1_66,1071679.BG57_09630,1.73e-114,329.0,"COG4567@1|root,COG4567@2|Bacteria,1RD7J@1224|Proteobacteria,2VQGR@28216|Betaproteobacteria,1K1ZU@119060|Burkholderiaceae",28216|Betaproteobacteria,T,response regulator,regA,-,-,ko:K15012,"ko02020,map02020",M00523,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"HTH_8,Response_reg"
lcl|NZ_CP084250.1_cds_WP_248320881.1_67,1097668.BYI23_A000540,9.66e-239,672.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VGZ8@28216|Betaproteobacteria,1K1BU@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,Chemotaxis sensory transducer,-,-,-,"ko:K03406,ko:K03776,ko:K05874","ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal,TarH,sCache_2"
lcl|NZ_CP084250.1_cds_WP_248320882.1_68,1071679.BG57_09625,4.39e-287,787.0,"COG2233@1|root,COG2233@2|Bacteria,1MUN9@1224|Proteobacteria,2VI3I@28216|Betaproteobacteria,1K1Y0@119060|Burkholderiaceae",28216|Betaproteobacteria,F,PFAM Xanthine uracil vitamin C permease,rutG,-,-,ko:K02824,-,-,-,-,"ko00000,ko02000","2.A.40.1.1,2.A.40.1.2",-,-,Xan_ur_permease
lcl|NZ_CP084250.1_cds_WP_248320883.1_69,1071679.BG57_09620,0.0,905.0,"COG0025@1|root,COG0025@2|Bacteria,1MW5T@1224|Proteobacteria,2VI1A@28216|Betaproteobacteria,1K4BN@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Na H antiporter,-,-,-,ko:K03316,-,-,-,-,ko00000,2.A.36,-,-,Na_H_Exchanger
lcl|NZ_CP084250.1_cds_WP_248320884.1_70,1071679.BG57_09615,1.67e-305,834.0,"COG2200@1|root,COG2200@2|Bacteria,1PDZY@1224|Proteobacteria,2VM72@28216|Betaproteobacteria,1K2WN@119060|Burkholderiaceae",28216|Betaproteobacteria,T,PFAM EAL domain protein,-,-,-,-,-,-,-,-,-,-,-,-,EAL
lcl|NZ_CP084250.1_cds_WP_248320885.1_71,1071679.BG57_09610,0.0,2188.0,"COG1014@1|root,COG4231@1|root,COG1014@2|Bacteria,COG4231@2|Bacteria,1MUKS@1224|Proteobacteria,2VN0R@28216|Betaproteobacteria,1K2NT@119060|Burkholderiaceae",28216|Betaproteobacteria,C,oxidoreductase,-,-,1.2.7.8,ko:K04090,-,-,-,-,"br01601,ko00000,ko01000",-,-,-,"POR,TPP_enzyme_C"
lcl|NZ_CP084250.1_cds_WP_248320886.1_72,1071679.BG57_09600,1.46e-126,362.0,"COG0625@1|root,COG0625@2|Bacteria,1RA05@1224|Proteobacteria,2VR14@28216|Betaproteobacteria,1KFE4@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Glutathione S-transferase,-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C,GST_C_2,GST_N"
lcl|NZ_CP084250.1_cds_WP_248320887.1_73,1097668.BYI23_A000600,7.57e-44,143.0,"2AGH4@1|root,316PP@2|Bacteria,1PXV2@1224|Proteobacteria,2WD65@28216|Betaproteobacteria,1K9H6@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_159837620.1_74,1071679.BG57_09590,4.85e-41,135.0,"2BCZN@1|root,326KU@2|Bacteria,1QASI@1224|Proteobacteria,2WDKH@28216|Betaproteobacteria,1KAIS@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248320888.1_75,1071679.BG57_09580,8.04e-204,565.0,"COG0524@1|root,COG0524@2|Bacteria,1MX38@1224|Proteobacteria,2VMMY@28216|Betaproteobacteria,1K1CR@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM PfkB domain protein,frk,-,2.7.1.4,ko:K00847,"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100",-,"R00760,R00867,R03920","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB
lcl|NZ_CP084250.1_cds_WP_371747423.1_76,1071679.BG57_09575,1.92e-301,822.0,"COG2942@1|root,COG2942@2|Bacteria,1MX1J@1224|Proteobacteria,2VKG0@28216|Betaproteobacteria,1K24B@119060|Burkholderiaceae",28216|Betaproteobacteria,G,N-acylglucosamine 2-epimerase,-,-,-,-,-,-,-,-,-,-,-,-,GlcNAc_2-epim
lcl|NZ_CP084250.1_cds_WP_248320890.1_77,1071679.BG57_09570,1.21e-209,583.0,"COG1609@1|root,COG1609@2|Bacteria,1PNDH@1224|Proteobacteria,2VTMD@28216|Betaproteobacteria,1K1UP@119060|Burkholderiaceae",28216|Betaproteobacteria,K,periplasmic binding protein LacI transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"LacI,Peripla_BP_3"
lcl|NZ_CP084250.1_cds_WP_248320891.1_78,1097668.BYI23_A000660,1.93e-128,371.0,"COG2120@1|root,COG2120@2|Bacteria,1RAR1@1224|Proteobacteria,2VRWG@28216|Betaproteobacteria,1K6QG@119060|Burkholderiaceae",28216|Betaproteobacteria,S,GlcNAc-PI de-N-acetylase,-,-,-,-,-,-,-,-,-,-,-,-,PIG-L
lcl|NZ_CP084250.1_cds_WP_248320892.1_79,1458357.BG58_00155,1.54e-212,590.0,"COG0385@1|root,COG0385@2|Bacteria,1MUMM@1224|Proteobacteria,2VI94@28216|Betaproteobacteria,1K0SI@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Bile acid sodium symporter,-,-,-,ko:K14347,-,-,-,-,"ko00000,ko02000,ko04147",2.A.93.1,-,-,SBF_like
lcl|NZ_CP084250.1_cds_WP_248320894.1_80,196367.JNFG01000004_gene5516,9.35e-15,73.6,"2B9WQ@1|root,323A0@2|Bacteria,1PWXS@1224|Proteobacteria,2WCFR@28216|Betaproteobacteria,1K7RQ@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_206467342.1_81,1071679.BG57_09540,1.17e-251,692.0,"COG3203@1|root,COG3203@2|Bacteria,1R8YD@1224|Proteobacteria,2VNCH@28216|Betaproteobacteria,1K49C@119060|Burkholderiaceae",28216|Betaproteobacteria,M,PFAM porin Gram-negative type,-,-,-,-,-,-,-,-,-,-,-,-,Porin_4
lcl|NZ_CP084250.1_cds_WP_248320895.1_82,1071679.BG57_09535,8.38e-210,582.0,"COG2070@1|root,COG2070@2|Bacteria,1MU0U@1224|Proteobacteria,2VH48@28216|Betaproteobacteria,1K325@119060|Burkholderiaceae",28216|Betaproteobacteria,S,2-Nitropropane dioxygenase,nppD,-,1.13.12.16,ko:K00459,"ko00910,map00910",-,R00025,"RC02541,RC02759","ko00000,ko00001,ko01000",-,-,-,NMO
lcl|NZ_CP084250.1_cds_WP_248320896.1_83,1071679.BG57_09530,1.1e-202,562.0,"COG0596@1|root,COG0596@2|Bacteria,1MUVB@1224|Proteobacteria,2VIJK@28216|Betaproteobacteria,1K0WV@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Alpha beta hydrolase,dehH,-,3.8.1.3,ko:K01561,"ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120",-,R05287,RC00697,"ko00000,ko00001,ko01000",-,-,-,Abhydrolase_1
lcl|NZ_CP084250.1_cds_WP_248320897.1_84,1071679.BG57_09525,1.95e-172,486.0,"COG0491@1|root,COG0491@2|Bacteria,1NCIF@1224|Proteobacteria,2VJVR@28216|Betaproteobacteria,1K41C@119060|Burkholderiaceae",28216|Betaproteobacteria,S,beta-lactamase,-,-,-,-,-,-,-,-,-,-,-,-,Lactamase_B
lcl|NZ_CP084250.1_cds_WP_248322373.1_85,1071679.BG57_09520,1.02e-106,310.0,"COG2030@1|root,COG3313@1|root,COG2030@2|Bacteria,COG3313@2|Bacteria,1NDST@1224|Proteobacteria,2VY7N@28216|Betaproteobacteria,1K2TC@119060|Burkholderiaceae",28216|Betaproteobacteria,I,PFAM MaoC domain protein dehydratase,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1289,MaoC_dehydrat_N,MaoC_dehydratas"
lcl|NZ_CP084250.1_cds_WP_175938982.1_86,1071679.BG57_09515,3.28e-105,305.0,"COG2606@1|root,COG2606@2|Bacteria,1RBIR@1224|Proteobacteria,2WFH5@28216|Betaproteobacteria,1KFYS@119060|Burkholderiaceae",28216|Betaproteobacteria,S,prolyl-trna synthetase,-,-,-,-,-,-,-,-,-,-,-,-,tRNA_edit
lcl|NZ_CP084250.1_cds_WP_248320898.1_87,1071679.BG57_09510,2.45e-197,549.0,"COG0119@1|root,COG0119@2|Bacteria,1MUMX@1224|Proteobacteria,2VIUW@28216|Betaproteobacteria,1K1IJ@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Hydroxymethylglutaryl-CoA lyase,hmgcL,"GO:0000287,GO:0003674,GO:0003824,GO:0004419,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005777,GO:0005782,GO:0005829,GO:0006082,GO:0006091,GO:0006520,GO:0006551,GO:0006552,GO:0006605,GO:0006625,GO:0006629,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007031,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009081,GO:0009083,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0016054,GO:0016829,GO:0016830,GO:0016833,GO:0017144,GO:0019752,GO:0022607,GO:0030145,GO:0031907,GO:0031974,GO:0033036,GO:0033365,GO:0034613,GO:0042579,GO:0042802,GO:0042803,GO:0042886,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043574,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046395,GO:0046872,GO:0046907,GO:0046914,GO:0046950,GO:0046951,GO:0046983,GO:0051179,GO:0051234,GO:0051259,GO:0051262,GO:0051641,GO:0051649,GO:0065003,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072662,GO:0072663,GO:1901564,GO:1901565,GO:1901568,GO:1901570,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1902224",4.1.3.4,ko:K01640,"ko00072,ko00280,ko00281,ko00650,ko01100,ko04146,map00072,map00280,map00281,map00650,map01100,map04146","M00036,M00088","R01360,R08090","RC00502,RC00503,RC01118,RC01946","ko00000,ko00001,ko00002,ko01000",-,-,-,HMGL-like
lcl|NZ_CP084250.1_cds_WP_248320899.1_88,1071679.BG57_09505,1.99e-195,545.0,"COG0111@1|root,COG0111@2|Bacteria,1MW1U@1224|Proteobacteria,2VIH8@28216|Betaproteobacteria,1K37A@119060|Burkholderiaceae",28216|Betaproteobacteria,EH,"d-isomer specific 2-hydroxyacid dehydrogenase, nad-binding",ghrA,-,"1.1.1.79,1.1.1.81",ko:K12972,"ko00260,ko00620,ko00630,ko01100,ko01110,ko01120,map00260,map00620,map00630,map01100,map01110,map01120",-,"R00465,R01388,R01392,R02527","RC00031,RC00042,RC00670","ko00000,ko00001,ko01000",-,-,-,2-Hacid_dh_C
lcl|NZ_CP084250.1_cds_WP_206467350.1_89,1071679.BG57_09500,1.05e-112,323.0,"COG3565@1|root,COG3565@2|Bacteria,1RD7C@1224|Proteobacteria,2VRG8@28216|Betaproteobacteria,1K76N@119060|Burkholderiaceae",28216|Betaproteobacteria,S,glyoxalase bleomycin resistance protein dioxygenase,-,-,-,ko:K06991,-,-,-,-,ko00000,-,-,-,Glyoxalase
lcl|NZ_CP084250.1_cds_WP_248322374.1_90,1071679.BG57_09495,7.74e-110,319.0,"COG3545@1|root,COG3545@2|Bacteria,1RDB7@1224|Proteobacteria,2VTCX@28216|Betaproteobacteria,1K3Z6@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Alpha beta hydrolase,-,-,-,ko:K07002,-,-,-,-,ko00000,-,-,-,Ser_hydrolase
lcl|NZ_CP084250.1_cds_WP_175938987.1_91,1071679.BG57_09490,1.78e-222,615.0,"COG1613@1|root,COG1613@2|Bacteria,1MUAU@1224|Proteobacteria,2VIQZ@28216|Betaproteobacteria,1K007@119060|Burkholderiaceae",28216|Betaproteobacteria,P,"TIGRFAM sulfate ABC transporter, periplasmic sulfate-binding protein",sbp,-,-,ko:K02048,"ko00920,ko02010,map00920,map02010",M00185,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.6.1,3.A.1.6.3",-,-,SBP_bac_11
lcl|NZ_CP084250.1_cds_WP_248320900.1_92,1071679.BG57_09485,1.43e-224,621.0,"COG0502@1|root,COG0502@2|Bacteria,1MVFF@1224|Proteobacteria,2VHZZ@28216|Betaproteobacteria,1JZXD@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism,bioB,-,2.8.1.6,ko:K01012,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",R01078,RC00441,"ko00000,ko00001,ko00002,ko01000",-,-,-,"BATS,Radical_SAM"
lcl|NZ_CP084250.1_cds_WP_248320901.1_93,1071679.BG57_09480,2.27e-136,389.0,"COG0132@1|root,COG0132@2|Bacteria,1RDRK@1224|Proteobacteria,2VR4C@28216|Betaproteobacteria,1K4CH@119060|Burkholderiaceae",28216|Betaproteobacteria,H,"Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring",bioD,-,6.3.3.3,ko:K01935,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",R03182,RC00868,"ko00000,ko00001,ko00002,ko01000",-,-,-,AAA_26
lcl|NZ_CP084250.1_cds_WP_248320902.1_94,1071679.BG57_09475,9.33e-245,677.0,"COG0156@1|root,COG0156@2|Bacteria,1MVVH@1224|Proteobacteria,2VH25@28216|Betaproteobacteria,1K0GS@119060|Burkholderiaceae",28216|Betaproteobacteria,H,"Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide",bioF,-,2.3.1.47,ko:K00652,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577","R03210,R10124","RC00004,RC00039,RC02725","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
lcl|NZ_CP084250.1_cds_WP_248320903.1_95,1071679.BG57_09470,4.63e-292,800.0,"COG0161@1|root,COG0161@2|Bacteria,1MU2N@1224|Proteobacteria,2VKJI@28216|Betaproteobacteria,1K3Y3@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,bioA,-,2.6.1.62,ko:K00833,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",R03231,"RC00006,RC00887","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
lcl|NZ_CP084250.1_cds_WP_248320904.1_96,1097668.BYI23_A000820,6.14e-267,734.0,"COG0412@1|root,COG0412@2|Bacteria,1R8TV@1224|Proteobacteria,2VNUQ@28216|Betaproteobacteria,1K1FY@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,X-Pro dipeptidyl-peptidase (S15 family),-,-,-,-,-,-,-,-,-,-,-,-,"Peptidase_S15,Peptidase_S9"
lcl|NZ_CP084250.1_cds_WP_248320905.1_97,1097668.BYI23_A000830,1.44e-84,250.0,"COG3012@1|root,COG3012@2|Bacteria,1MZZK@1224|Proteobacteria,2VTZE@28216|Betaproteobacteria,1K7QM@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the UPF0225 family,ychJ,-,-,ko:K09858,-,-,-,-,ko00000,-,-,-,SEC-C
lcl|NZ_CP084250.1_cds_WP_248320907.1_98,1071679.BG57_09450,1.07e-137,390.0,"COG0625@1|root,COG0625@2|Bacteria,1REDI@1224|Proteobacteria,2VVAH@28216|Betaproteobacteria,1K6FY@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Glutathione S-transferase,-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C,GST_N,GST_N_3"
